Date,Algorithm,Duration,IterCount,Solution
2018-4-20,DSJC500.1.col,8.596,5016024,(12) 2 0 10 3 6 6 10 7 9 1 5 9 10 7 1 11 1 11 8 7 2 8 5 1 5 0 11 0 8 11 4 11 9 7 6 2 7 6 7 5 2 2 5 11 5 3 9 3 5 0 0 11 5 0 8 7 5 9 7 6 6 3 10 3 2 6 5 7 8 8 2 5 9 11 1 0 9 2 2 2 3 10 8 0 10 4 10 6 9 8 1 8 2 1 2 6 9 2 4 0 2 0 6 6 9 0 9 7 1 4 5 7 11 5 4 8 5 7 11 4 1 1 0 7 0 11 2 6 10 2 4 8 0 1 10 4 7 4 6 8 3 0 7 10 10 7 0 2 0 4 5 9 1 10 3 4 3 1 8 10 1 4 10 5 5 10 5 3 6 10 9 3 8 1 2 4 10 6 8 7 9 8 3 2 6 2 6 6 9 6 4 8 1 4 8 3 4 2 9 0 5 6 7 5 3 10 3 8 2 0 1 7 9 7 2 9 11 11 9 5 7 11 1 4 6 11 7 3 9 9 3 4 8 10 4 3 9 9 8 11 11 11 7 3 1 4 2 4 5 6 9 8 4 6 5 3 2 0 1 9 9 7 10 7 9 4 6 2 10 4 2 10 9 10 5 1 11 9 9 10 3 11 1 10 0 8 8 5 2 2 3 5 5 1 1 10 9 11 3 7 6 6 5 2 11 6 3 9 10 9 9 3 10 1 1 6 2 8 5 11 2 7 5 3 11 7 4 4 8 5 8 2 2 7 3 3 1 2 5 6 9 1 4 7 11 11 6 3 2 4 1 7 0 6 1 4 11 5 4 7 0 9 4 1 0 6 11 0 8 9 4 10 1 3 0 7 10 11 3 0 7 8 4 5 3 3 3 3 0 11 4 11 7 7 11 2 0 3 9 10 11 3 11 6 5 6 11 9 11 9 6 2 7 4 6 10 10 6 0 2 4 2 3 6 1 1 9 10 4 0 8 0 4 7 0 9 4 8 5 8 0 2 2 8 0 10 5 9 6 6 8 1 1 6 0 7 5 0 1 5 11 8 6 2 3 3 6 2 8 2 5 10 0 1 8 4 11 7 1 11 2 7 8 3 0 0 9 4 10 8 1 5 6 4 7 2 0 3 4 3 
2018-4-20,DSJC500.1.col£¬93.56,47463423,(12) 4 2 2 4 5 3 5 11 8 1 1 5 7 6 4 2 3 3 7 9 7 0 8 4 8 9 3 0 6 2 11 3 10 4 5 7 11 11 10 9 0 6 2 6 0 5 6 9 6 6 5 1 3 11 7 1 8 0 8 5 5 6 7 9 0 8 8 5 9 0 3 3 3 7 6 7 4 3 6 10 9 9 0 4 4 10 2 4 8 2 1 2 11 10 3 11 0 2 11 1 3 0 6 2 8 0 3 4 11 2 1 1 2 7 10 8 11 9 5 7 10 5 0 9 4 7 7 7 4 0 11 0 0 9 2 7 1 8 6 7 1 6 8 9 5 6 1 11 11 0 1 11 1 4 7 8 8 6 10 8 1 11 9 2 3 4 5 4 5 7 4 9 7 11 6 2 2 3 6 11 6 7 3 11 2 0 3 2 0 8 2 9 11 4 2 4 10 11 5 0 1 3 5 8 3 0 9 7 4 3 11 2 7 8 11 0 5 8 9 1 11 0 2 4 5 3 4 1 3 8 4 1 11 3 2 2 3 11 7 0 5 2 10 6 5 4 0 10 0 7 0 10 5 1 9 7 11 7 10 2 5 6 7 5 9 3 2 6 6 7 3 4 0 5 9 6 10 8 8 3 1 1 1 5 8 10 3 8 11 3 7 7 6 8 6 9 0 6 10 11 2 3 2 4 0 3 9 8 2 2 6 7 7 11 10 2 2 2 5 9 0 7 8 1 5 10 10 10 10 9 10 2 8 4 1 1 1 3 9 5 0 10 8 6 8 7 1 10 10 9 6 3 10 5 1 10 11 8 10 6 11 8 8 11 11 6 5 6 11 5 7 11 1 9 6 9 10 10 3 5 7 11 7 0 8 8 3 7 0 5 0 2 10 9 11 5 1 5 0 0 11 8 4 10 1 5 2 8 5 0 9 6 9 7 5 10 1 7 2 1 11 0 0 2 11 9 0 3 7 11 1 2 3 3 7 3 11 9 10 3 1 1 9 4 11 5 8 5 11 2 4 10 4 4 9 5 9 4 1 9 3 3 0 3 8 10 5 1 2 8 6 0 10 8 1 10 9 4 2 6 5 10 11 1 4 3 11 5 2 9 6 8 1 10 5 7 0 2 10 8
2018-4-20,DSJC500.1.col,43.977,22244823,(12) 1 4 5 8 11 11 1 0 1 5 11 0 9 7 3 5 2 0 7 0 2 8 7 7 3 11 11 11 2 5 4 11 1 2 0 2 6 2 3 4 2 8 1 2 3 10 4 3 11 7 8 6 8 4 10 9 1 1 6 3 1 7 1 7 3 0 4 4 2 10 0 2 1 11 0 10 11 3 0 9 7 3 3 9 4 7 9 6 1 5 8 5 9 7 0 5 1 1 5 8 3 3 11 3 2 6 4 0 0 5 0 8 8 1 10 0 4 10 8 1 2 9 2 2 7 1 2 6 5 3 7 0 5 2 11 4 4 3 2 2 7 6 9 3 6 10 10 3 6 5 5 4 11 5 2 0 8 2 2 9 4 10 11 11 4 9 1 7 8 5 1 9 6 4 11 3 7 9 10 3 7 6 7 0 5 1 9 9 8 6 1 10 3 10 5 9 10 3 10 9 0 4 3 6 1 6 3 10 3 9 6 2 1 0 0 1 9 8 5 4 2 10 5 9 3 10 6 9 5 7 9 11 4 9 9 8 11 8 10 6 6 0 6 7 4 7 9 10 5 11 6 2 10 0 11 2 0 6 6 5 6 4 2 0 1 10 5 4 4 0 3 9 2 4 7 2 5 8 5 3 8 6 11 10 2 6 2 6 5 7 9 2 5 5 8 3 8 7 7 3 11 3 1 0 9 3 7 8 3 10 5 2 1 11 8 3 3 2 3 11 1 7 3 10 11 7 0 6 6 3 10 1 3 7 11 5 11 9 5 1 1 1 5 6 3 5 9 7 0 10 0 11 9 11 4 7 7 2 4 7 6 6 8 0 8 10 10 7 4 8 5 3 7 11 4 0 3 6 10 1 10 8 5 10 2 10 11 5 8 7 3 11 0 2 5 0 4 4 1 1 6 5 7 4 1 8 5 5 0 3 11 8 4 2 6 11 7 2 9 8 0 9 1 10 0 11 11 9 0 9 3 9 10 8 4 8 0 10 0 8 7 8 9 10 11 3 0 1 6 6 9 4 9 0 1 6 9 8 10 3 0 0 0 3 11 6 8 8 2 4 3 8 6 7 10 0 6 2 6 4 2 10 4 10 4 7 6 3 2 7 4 2 11 10 1 9 1 9 5 11 
2018-4-20,DSJC500.1.col,103.667,54090780,(12) 5 5 0 5 10 3 3 1 9 0 4 4 8 5 0 0 11 1 6 4 4 8 3 7 7 1 4 9 8 1 7 2 0 6 7 3 6 10 6 4 0 3 2 8 8 7 8 4 2 5 8 10 8 10 8 3 6 2 6 3 9 3 5 6 7 4 5 3 6 8 7 9 9 9 4 0 9 9 11 9 5 9 7 1 3 11 0 10 3 5 10 4 11 10 4 3 2 0 10 5 11 5 7 4 7 2 2 2 1 0 11 2 2 11 0 5 8 10 6 1 1 0 1 2 4 8 11 8 4 5 3 2 9 0 0 8 1 11 3 8 2 5 7 2 1 8 8 9 1 0 6 11 1 4 6 9 6 7 11 9 5 1 10 8 2 3 7 7 6 8 3 7 11 5 7 0 4 4 6 7 6 11 10 10 11 10 3 0 3 3 0 6 0 3 11 5 0 4 4 7 1 11 1 5 1 3 4 8 7 2 3 2 10 10 7 9 6 3 4 10 3 10 5 7 5 4 10 1 3 9 10 1 11 9 0 6 1 2 8 1 0 3 6 4 1 7 0 11 0 11 1 8 3 4 6 9 1 11 5 8 0 10 0 1 3 2 3 9 4 11 9 7 8 7 2 2 8 3 5 0 6 6 10 0 3 11 10 7 8 10 8 8 8 5 6 8 2 11 8 9 9 9 0 7 2 5 6 9 5 0 5 1 5 1 0 3 9 7 4 4 8 6 9 6 10 9 4 7 6 5 1 0 0 1 6 5 7 2 1 2 9 2 7 10 4 8 7 6 1 11 11 6 6 4 5 11 1 10 8 11 7 2 7 2 6 11 11 5 2 6 11 11 6 4 2 10 11 10 4 5 11 5 8 2 6 8 6 5 2 3 9 0 1 10 8 1 10 4 9 8 11 1 11 0 10 6 0 2 1 9 3 4 0 8 3 2 6 3 8 7 11 1 4 3 2 4 9 2 0 1 9 2 7 10 4 8 11 4 11 6 10 10 7 4 1 10 8 6 3 0 6 11 0 4 9 5 10 9 0 7 2 8 2 7 9 4 6 9 10 5 7 2 9 2 11 7 0 3 0 2 1 6 11 7 8 11 9 4 5 9 0 9 4 0 10 8 2 6 5 1 
2018-4-20,DSJC500.1.col,73.878,43113709,(12) 1 2 7 10 0 3 11 5 8 10 0 6 10 9 7 10 5 10 7 0 10 10 0 4 2 0 10 0 6 7 4 0 8 3 2 5 0 4 7 6 6 0 7 0 5 4 5 4 1 11 1 2 11 7 10 8 7 10 8 3 9 2 8 3 2 10 1 8 7 6 2 5 4 10 3 1 10 10 11 4 0 0 10 7 5 4 8 8 9 7 5 8 11 0 3 5 6 2 2 8 9 0 3 0 6 1 0 2 9 4 8 3 7 8 10 2 7 1 8 4 0 5 1 6 1 6 6 3 7 10 5 1 10 2 7 6 6 10 1 6 3 5 11 3 4 8 1 10 8 3 11 8 5 10 9 11 3 1 5 9 0 11 9 0 7 8 8 4 5 6 8 2 4 4 10 7 2 1 3 2 8 4 3 8 9 2 6 2 0 3 2 6 11 3 6 1 3 5 11 1 5 6 10 11 3 11 10 7 6 5 9 7 6 0 5 8 5 0 6 2 11 10 3 11 11 4 3 9 8 0 2 10 7 11 7 7 0 8 11 4 7 5 8 4 7 3 3 5 9 9 6 6 3 3 0 2 7 1 3 6 8 8 2 5 9 10 0 9 0 4 3 2 1 11 11 10 6 8 9 4 10 2 9 4 1 9 6 2 11 11 10 11 0 5 0 9 9 8 11 1 3 3 0 10 5 9 4 1 10 6 5 6 11 3 7 0 2 3 10 6 2 10 8 6 0 10 3 4 7 9 7 2 8 1 4 8 2 6 10 5 4 9 4 8 7 10 3 8 6 4 9 6 1 7 9 11 0 11 10 3 1 6 2 5 1 3 6 9 11 0 8 7 0 7 7 5 4 7 3 11 4 8 9 10 3 5 3 4 5 9 10 5 11 7 9 2 7 2 9 5 10 11 4 7 2 3 5 8 5 9 9 5 10 9 11 10 7 3 7 2 9 10 4 1 0 0 3 5 8 1 2 0 3 8 1 6 9 4 6 6 1 8 1 1 1 5 11 6 9 3 1 9 1 11 10 6 9 1 4 4 4 10 1 2 0 11 3 2 7 2 7 0 4 0 11 9 4 6 8 7 2 7 4 3 1 6 1 2 0 0 5 3 0 8 8 1 0 10 11 7
2018-4-20,DSJC500.5.col,89.124,16270402,(49) 17 45 24 7 46 4 36 33 45 17 26 10 40 32 43 26 29 29 28 17 26 20 41 20 35 44 43 39 22 21 20 33 0 22 6 11 8 41 45 19 5 47 7 11 45 34 30 22 18 48 8 29 44 31 25 26 2 32 5 13 8 27 44 38 5 13 12 8 29 42 28 16 13 14 37 34 0 48 5 48 42 0 38 46 46 7 1 40 43 28 4 15 3 21 23 14 11 18 14 19 19 48 12 24 34 47 18 8 28 14 40 13 13 35 15 35 32 9 44 27 41 47 12 1 41 16 28 24 2 14 0 28 15 32 25 39 44 13 32 43 46 20 45 9 17 38 31 42 11 23 7 47 11 14 15 34 20 17 33 18 25 47 23 35 26 25 26 3 9 41 29 44 32 4 37 39 36 48 31 32 7 18 44 41 19 14 32 37 9 25 30 41 12 27 31 11 27 33 23 40 43 35 42 28 31 47 43 40 14 40 29 6 23 18 11 28 27 37 19 12 45 21 12 3 46 1 10 44 9 16 40 30 31 11 21 37 47 30 5 9 1 47 36 25 9 48 36 34 16 33 44 15 5 12 37 10 25 21 4 39 25 3 43 46 31 0 4 21 39 33 22 33 2 47 44 14 18 30 6 18 34 29 42 36 22 27 38 12 6 33 12 28 9 13 16 16 40 37 11 42 9 29 30 33 7 2 5 19 2 10 10 22 2 34 7 35 36 23 1 47 36 36 3 20 31 17 4 5 2 40 48 26 27 9 46 37 46 30 47 48 31 47 38 24 20 13 48 8 18 37 30 1 46 22 8 4 41 16 30 32 25 28 21 40 10 26 35 25 19 39 10 18 42 34 37 34 15 27 42 39 5 32 15 42 48 29 27 13 43 16 30 46 7 30 15 39 33 23 34 43 33 7 26 15 35 1 18 39 13 5 19 0 31 16 19 20 17 24 6 10 23 22 11 22 35 19 19 23 6 25 0 26 41 21 31 20 0 47 19 35 23 16 39 14 24 38 9 37 28 3 37 38 0 46 10 43 35 33 3 17 36 13 40 1 45 24 11 36 5 29 21 25 2 46 40 21 45 12 36 24 4 41 4 19 21 41 48 45 42 1 6 3 9 28 38 15 29 21 2 26 
2018-4-20,DSJC500.5.col,289.766,60469391,(49) 33 30 13 7 38 37 37 28 15 40 13 35 38 14 43 20 48 29 13 26 29 19 27 34 36 28 2 23 20 6 25 27 48 6 33 5 40 29 17 38 21 47 46 10 13 17 17 34 48 33 40 48 23 5 22 43 35 18 24 44 26 27 19 27 41 11 28 14 8 32 46 0 1 33 42 14 10 9 14 42 32 34 29 8 36 6 31 38 39 46 14 12 7 39 37 20 0 27 3 1 10 42 2 27 47 11 38 11 13 22 30 3 17 44 30 36 4 18 27 47 21 25 15 15 22 16 10 26 8 1 20 46 34 22 22 18 19 5 19 26 0 10 1 31 33 29 46 34 23 39 1 11 10 22 35 25 2 24 47 47 8 42 34 36 24 13 35 18 33 30 33 15 38 3 15 2 44 29 47 19 12 7 14 23 4 36 15 10 27 33 25 29 24 45 7 36 6 0 7 38 45 9 32 46 44 43 34 11 1 5 21 3 37 39 40 46 27 42 12 30 30 6 17 43 20 47 40 28 23 4 6 3 48 12 16 42 29 4 13 41 15 7 40 35 31 39 40 2 8 25 31 28 6 28 8 43 33 27 11 20 22 38 38 14 17 29 18 2 19 5 29 23 8 11 19 22 5 42 46 40 6 31 16 37 45 45 39 21 23 18 13 46 45 16 8 27 13 41 10 0 26 12 18 0 8 16 16 26 45 1 35 43 24 37 35 4 9 12 3 42 24 40 48 17 31 16 0 0 8 48 21 40 0 27 0 25 20 36 41 43 17 42 24 2 14 12 14 11 46 17 20 35 32 21 0 39 11 23 36 15 18 33 30 5 29 12 38 32 11 26 36 25 34 4 17 2 16 41 32 2 21 15 30 7 31 11 12 26 19 4 25 18 1 9 47 11 39 28 2 34 0 1 44 9 48 47 37 6 28 39 40 34 17 36 31 15 15 4 48 12 12 20 41 1 6 5 17 38 23 22 38 37 45 45 5 34 19 47 40 2 48 4 5 22 39 37 21 28 6 0 16 32 16 13 32 41 15 37 41 31 24 5 30 29 31 46 10 42 4 3 41 31 5 20 21 45 33 26 9 48 18 26 3 44 45 26 16 39 32 1 44 43 41 33 24 30 42 31 9 37
2018-4-20,DSJC500.5.col,154.667,29035508,(49) 6 20 40 30 0 12 48 23 27 26 18 8 10 43 16 33 25 13 11 31 10 29 8 34 5 6 12 41 30 35 22 37 40 23 21 18 14 34 23 6 25 4 46 27 41 4 48 34 33 29 43 39 2 17 1 2 4 40 35 25 22 36 15 44 10 1 23 39 13 43 1 24 45 42 35 39 47 9 42 36 16 32 41 18 18 25 31 41 4 17 45 38 1 43 2 42 24 5 27 45 6 21 12 26 12 2 44 7 0 8 21 21 21 39 7 32 15 3 32 46 41 47 42 23 11 19 8 26 13 29 36 34 33 37 6 40 3 5 13 40 24 8 39 3 9 13 11 7 27 0 11 20 39 42 46 8 8 19 27 26 6 44 12 11 14 32 48 10 38 17 48 20 20 32 28 17 43 46 1 6 30 22 38 14 29 41 40 28 8 16 48 41 27 34 26 27 0 24 46 10 21 5 16 15 44 40 23 9 47 7 13 27 2 34 37 42 20 32 38 36 37 45 31 3 18 33 26 43 11 19 37 32 36 27 16 48 17 4 10 29 47 43 3 10 22 36 25 22 19 3 16 31 30 42 48 5 9 7 33 11 1 44 31 38 45 10 2 12 17 17 26 9 13 28 46 45 17 35 28 35 43 25 29 37 7 7 44 33 22 13 33 42 42 31 25 19 11 15 27 24 12 25 4 24 32 15 29 3 20 36 45 36 16 37 43 46 44 16 27 35 23 5 30 47 4 41 24 24 20 25 47 26 24 1 24 28 47 46 2 7 42 47 28 28 38 47 13 10 5 12 17 5 22 2 24 38 41 38 18 29 5 1 20 10 37 16 20 22 35 45 39 1 9 48 30 12 47 32 31 26 11 23 21 26 15 11 21 48 44 20 31 7 15 28 21 35 34 41 38 12 24 40 29 29 48 47 16 19 5 34 3 0 4 20 3 8 33 29 36 5 34 36 15 30 5 46 23 0 23 4 0 18 44 23 15 22 18 30 21 12 2 19 17 10 9 2 11 14 3 24 19 16 42 21 17 15 33 1 36 40 27 17 39 11 33 28 0 9 14 4 19 34 8 32 31 7 21 15 44 0 14 47 29 41 2 3 35 0 7 45 13 44 8 42 28 20 32 39 0 48
2018-4-20,DSJC500.5.col,132.129,26762421,(49) 45 21 16 11 23 32 48 31 8 12 41 32 30 37 24 42 0 43 0 27 30 44 6 20 33 43 23 7 7 10 20 38 47 19 28 31 37 21 34 26 25 24 2 27 41 28 13 7 48 45 37 27 15 40 14 17 17 13 30 34 4 46 46 46 0 6 28 11 8 43 12 37 37 11 16 37 37 36 34 27 33 7 34 31 31 3 39 32 28 40 34 12 3 10 8 22 11 44 22 26 26 6 24 38 23 1 47 43 17 6 42 22 17 1 33 38 6 25 31 41 44 19 47 23 47 46 34 8 46 14 46 1 41 6 14 42 14 15 7 4 22 43 42 5 34 21 28 43 1 16 0 19 8 44 18 29 35 45 22 32 14 7 23 0 41 9 32 9 15 40 1 19 43 21 16 40 38 45 42 9 46 32 46 20 26 16 19 48 24 14 33 44 16 17 35 31 36 8 17 30 35 12 23 44 23 19 13 8 44 23 42 45 27 16 31 3 46 36 26 9 8 10 18 5 31 15 2 2 36 5 36 41 30 29 10 47 40 6 29 24 9 43 1 14 24 30 48 24 38 45 5 18 34 5 2 2 32 10 21 0 15 21 16 7 4 44 15 10 40 40 19 36 33 19 13 8 40 11 29 45 28 3 30 38 2 36 20 0 29 36 13 44 36 19 6 1 27 18 48 11 24 27 35 22 18 17 4 26 8 1 18 1 48 27 11 38 27 39 22 33 5 13 47 21 2 42 32 35 9 25 41 17 37 4 22 33 46 12 25 18 15 39 20 19 18 12 34 20 15 24 40 24 33 35 20 0 36 20 31 44 39 3 10 48 30 17 38 14 26 4 42 12 23 29 47 28 30 29 39 15 0 29 42 48 45 0 30 4 27 15 21 22 8 32 18 20 34 43 28 23 25 4 27 13 1 13 12 44 25 39 26 47 35 19 26 9 48 11 45 39 12 30 48 4 2 26 26 21 29 47 14 31 17 10 9 12 31 18 26 38 39 38 40 44 25 39 0 33 35 20 5 33 6 42 40 14 44 4 14 13 1 40 33 0 46 16 15 27 28 3 10 14 32 22 3 10 6 7 7 25 25 11 3 26 10 35 30 21 25 34 28 34 9 3 2 18 9 10 24 17 
2018-4-20,DSJC500.5.col,192.475,40599971,(49) 39 36 20 31 45 23 20 39 29 19 22 34 22 31 32 22 36 30 38 21 22 15 32 0 15 12 23 32 21 15 0 35 16 8 35 9 14 3 8 34 28 9 41 33 13 3 40 32 16 35 13 46 25 14 11 26 1 4 16 43 28 33 7 37 30 42 36 39 35 31 38 13 4 43 18 6 4 28 6 19 32 5 34 45 45 12 20 34 16 37 31 44 44 23 46 6 48 0 9 24 17 15 18 27 33 18 17 38 20 42 35 6 16 47 16 40 25 41 48 35 34 24 29 29 37 47 44 24 47 11 47 26 41 31 11 43 11 7 10 32 45 33 43 17 9 24 0 34 18 20 25 5 41 10 15 7 36 18 20 0 11 37 34 28 22 41 1 42 17 4 19 29 29 33 29 32 2 26 42 0 16 28 23 12 36 43 29 36 32 11 15 20 29 12 3 48 37 48 34 14 10 25 14 38 23 8 41 46 6 21 18 34 1 3 48 3 4 19 33 19 30 19 9 33 45 33 12 13 28 31 21 21 0 7 21 17 6 27 39 31 5 2 13 11 32 40 12 40 27 18 19 36 25 26 17 21 27 15 10 26 5 1 32 45 2 30 7 24 7 38 47 27 39 46 41 10 9 1 37 1 2 10 13 2 8 19 21 44 26 13 23 38 27 47 13 15 4 44 8 41 40 44 27 48 46 46 48 17 27 43 1 8 22 8 14 5 46 14 20 30 21 3 16 24 4 18 26 48 5 16 40 22 12 19 45 7 45 27 46 40 4 9 0 7 9 42 33 42 25 40 22 18 45 32 42 36 43 24 15 29 11 38 30 38 16 22 21 11 39 24 26 15 44 20 3 3 12 37 26 3 20 29 35 18 36 27 16 24 39 24 3 45 46 7 35 42 23 19 10 10 12 38 5 43 20 17 15 38 3 40 6 18 1 43 7 29 8 23 1 4 44 22 42 6 21 17 25 0 41 14 11 22 10 40 36 25 44 16 14 27 48 30 44 10 28 47 37 0 33 42 30 33 30 45 25 11 29 38 11 43 20 42 43 26 2 8 4 3 39 37 2 11 5 45 9 12 35 28 2 20 28 41 10 14 17 17 30 4 1 34 25 14 5 36 12 48 19 14 8 13 
2018-4-20,DSJC500.5.col,160.755,30719932,(49) 2 14 7 10 20 0 22 37 12 8 18 43 1 28 29 1 17 23 10 16 6 0 23 26 41 20 15 39 23 14 26 5 33 21 17 3 32 47 38 18 43 29 6 40 10 16 47 29 15 7 18 13 45 14 42 14 6 2 32 46 3 33 14 1 34 32 28 3 15 7 28 24 14 30 1 13 25 30 32 8 38 31 35 41 15 15 21 32 35 46 44 40 9 44 41 9 24 26 2 17 32 31 29 27 39 16 16 11 21 43 17 31 25 13 2 5 36 37 0 10 31 31 12 10 31 28 15 17 33 42 1 13 41 34 42 2 42 32 13 11 24 43 10 4 32 39 26 23 10 21 7 16 12 14 9 39 23 4 5 26 42 8 29 28 38 3 22 6 14 34 37 25 23 40 22 12 5 36 3 2 33 26 25 15 0 7 12 30 43 42 0 41 23 23 45 48 37 24 14 43 9 5 14 25 45 12 47 34 18 41 9 17 22 5 47 45 5 37 0 22 34 4 7 0 36 18 38 7 31 19 6 30 26 3 8 31 14 27 48 29 6 1 3 42 38 21 17 38 27 36 39 0 6 19 4 47 27 22 30 23 20 18 20 16 9 25 35 45 46 41 13 27 48 34 20 20 47 1 10 47 44 30 18 43 40 8 35 22 13 37 25 41 27 39 46 16 45 43 47 24 29 2 27 24 38 28 22 17 27 37 14 11 39 39 25 40 40 37 19 23 18 47 48 43 35 28 24 24 47 11 30 22 35 32 24 2 1 27 20 44 45 20 26 10 43 5 39 3 36 29 46 38 13 40 24 30 44 38 17 23 42 0 12 5 15 6 43 42 32 7 18 5 30 44 19 45 33 35 13 45 19 30 37 33 38 27 19 45 22 38 26 2 22 0 17 6 46 34 20 29 24 25 46 21 21 47 5 4 19 34 4 8 25 31 4 4 33 46 6 48 41 1 24 48 41 11 36 26 2 19 42 13 40 29 45 36 3 33 18 27 48 11 3 25 34 35 26 0 4 24 30 35 11 7 36 42 41 5 42 19 37 46 29 47 1 46 28 44 16 8 11 42 39 36 9 22 11 18 7 21 40 19 30 12 22 33 21 21 38 15 36 6 11 28 35 29 31 43 21 28 
2018-4-20,DSJC500.5.col,117.6,22248029,(49) 48 46 39 48 9 18 2 36 22 48 33 34 36 41 17 22 33 21 10 48 28 25 20 24 27 32 17 20 13 38 42 27 37 38 15 11 19 43 1 14 13 12 19 11 21 0 18 39 13 46 3 24 40 5 26 42 41 2 44 37 7 6 8 32 44 7 44 45 27 9 10 41 37 34 3 41 3 46 36 29 4 3 0 29 9 32 6 21 47 10 1 8 46 18 29 7 30 37 44 14 14 35 46 24 46 1 37 7 10 6 30 16 37 8 30 5 45 2 40 32 7 45 36 38 16 5 10 6 5 26 20 10 23 35 26 30 26 4 40 12 0 6 27 28 45 20 42 37 48 23 44 22 11 36 31 38 35 48 16 8 26 25 32 27 25 47 18 35 37 30 41 20 36 46 3 18 35 31 15 24 13 38 37 43 14 42 39 35 35 26 22 13 31 22 8 31 32 27 9 3 15 35 19 10 18 20 47 7 27 48 3 46 20 0 11 10 28 40 14 30 30 43 44 7 19 13 19 41 42 16 41 47 3 11 4 28 8 18 25 29 29 3 45 26 19 39 35 19 5 48 47 16 1 16 13 33 18 28 29 42 40 23 46 4 31 20 2 19 8 1 8 36 45 25 47 43 23 34 5 48 1 34 32 15 28 41 43 33 42 40 22 10 36 6 32 16 30 44 11 27 17 45 2 39 34 17 40 14 28 11 38 12 20 20 34 37 22 34 21 22 24 33 21 2 43 48 1 40 28 12 47 12 32 31 31 25 45 38 22 28 15 25 2 24 4 13 41 43 0 28 33 19 9 18 43 39 34 43 27 17 26 10 36 7 11 13 4 26 14 31 11 42 38 31 5 0 19 47 9 24 44 38 30 9 6 40 15 4 23 25 38 2 27 18 4 43 39 23 19 18 43 7 29 47 35 9 20 1 16 39 14 3 12 5 14 42 22 41 12 31 8 15 11 8 23 14 14 23 17 12 26 28 12 12 2 44 40 32 14 15 29 21 12 7 39 20 42 0 10 0 17 32 6 41 33 26 37 36 26 48 25 16 30 42 22 23 21 34 39 33 19 26 23 9 33 17 37 3 13 42 2 5 40 14 31 13 11 39 4 5 40 23 21 10 17 30 45 4 23 33
